,City,Price(TL),ListingDate,Brand,Series,Model,Year,Kilometers,GearType,FuelType,BodyType,Color,EngineSize,EnginePower,DriveType,TradeInStatus,SellerType,VehicleTax(),District,DaysSinceListing,NumOriginalParts,NumLocalPaintedParts,NumPaintedParts,NumChangedParts,NumUnknownParts,HasDamage,HasHighDamage,DamageCost
86,Ankara,385000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 1.6,2004,50000.0,Düz,LPG & Benzin,Sedan,Lacivert,1595.0,102.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,993,Etimesgut,7,0,0,13,0,0,1.0,1,
87,Bursa,315000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 1.6,2000,345000.0,Otomatik,Benzin,Sedan,Gri,1595.0,101.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Osmangazi,7,0,0,0,0,13,,0,
88,Antalya,430000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.4 TFSI Ambition,2008,241000.0,Düz,Benzin,Hatchback/3,Beyaz,1390.0,125.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Gazipaşa,7,0,0,2,2,9,,0,
89,Gaziantep,1365000,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2013,285000.0,Otomatik,Dizel,Sedan,Lacivert,1968.0,177.0,Önden Çekiş,Belirtilmemis,Sahibinden,6314,Şahinbey,7,13,0,0,0,0,,0,
91,Ankara,1100000,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2013,405000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,177.0,Önden Çekiş,Belirtilmemis,Sahibinden,6314,Çankaya,7,0,0,6,3,4,,0,
92,Antalya,1320000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Design Line,2016,79544.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,110.0,Önden Çekiş,Takasa Uygun Değil,Sahibinden,1.606,Konyaaltı,7,13,0,0,0,0,1.0,0,23460.0
93,Diyarbakır,1275000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Dynamic,2017,86000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598.0,110.0,Önden Çekiş,Takasa Uygun Değil,Sahibinden,3661,Kayapınar,7,0,4,0,0,9,1.0,0,6500.0
94,Diyarbakır,1460000,2025-04-07 00:00:00,Audi,A3,A3 Sedan 30 TDI Design,2019,240000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598.0,116.0,Önden Çekiş,Belirtilmemis,Sahibinden,7577,Kayapınar,7,0,0,0,0,13,0.0,0,
96,İstanbul,460000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 FSI,2007,292000.0,Düz,Benzin,Hatchback/3,Siyah,1595.0,115.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Esenler,7,0,0,0,0,13,,0,
97,Kastamonu,2199000,2025-04-07 00:00:00,Audi,A5,A5 Sportback 1.4 TFSI,2017,164000.0,Yarı Otomatik,Benzin,Hatchback/5,Gri (titanyum),1395.0,150.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,,7,0,0,0,0,13,0.0,0,
98,Osmaniye,3690000,2025-04-07 00:00:00,Audi,A8,4.0 TFSI Quattro,2014,257000.0,Otomatik,Benzin,Sedan,Kahverengi,3993.0,435.0,4WD (Sürekli),Takasa Uygun,Galeriden,28.808,Merkez,7,5,2,6,0,0,,0,
99,Ankara,1728000,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2015,312000.0,Otomatik,Dizel,Sedan,Siyah,1900.0,188.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10613,Yenimahalle,7,12,1,0,0,0,,0,
100,Bursa,1640000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 35 TFSI Sport,2020,27750.0,Otomatik,Benzin,Hatchback/5,Gri,1500.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,İnegöl,7,13,0,0,0,0,,0,
101,İstanbul,2544000,2025-04-07 00:00:00,Audi,A3,A3 Sedan 35 TFSI S-Line,2023,25000.0,Otomatik,Benzin,Sedan,Kırmızı,1500.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10112,Sancaktepe,7,13,0,0,0,0,,0,
102,Antalya,1410000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Sport Line,2017,137000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,3661,Manavgat,7,13,0,0,0,0,,0,
103,İstanbul,825000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 1.8 TFSI,2008,280000.0,Otomatik,Benzin,Sedan,Füme,1798.0,160.0,Önden Çekiş,Takasa Uygun Değil,Galeriden,780.0,Kadıköy,7,5,0,8,0,0,,0,
104,Gaziantep,1275000,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2012,341000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,177.0,Önden Çekiş,Takasa Uygun,Galeriden,3.047,Şehitkamil,7,13,0,0,0,0,,0,
105,Kayseri,2245000,2025-04-07 00:00:00,Audi,A5,A5 Sportback 2.0 TDI Quattro Sport,2017,174000.0,Otomatik,Dizel,Hatchback/5,Siyah,1900.0,188.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,10613,Kocasinan,7,12,1,0,0,0,,0,
106,Antalya,1040000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Ambition,2013,179000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Konyaaltı,7,10,3,0,0,0,,0,
107,Aydın,1475000,2025-04-07 00:00:00,Audi,A5,A5 Sportback 2.0 TDI Quattro,2015,250000.0,Otomatik,Dizel,Hatchback/5,Füme,1900.0,188.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,10613,Didim,7,7,1,5,0,0,,0,
108,Gaziantep,855000,2025-04-07 00:00:00,Audi,TT,2.0 TFSI,2008,250000.0,Otomatik,Benzin,Coupe,Gri,1900.0,213.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2487,Şehitkamil,7,0,11,0,2,0,,0,
109,İstanbul,1329000,2025-04-07 00:00:00,Audi,A5,A5 Sportback 2.0 TDI Quattro,2015,196500.0,Otomatik,Dizel,Hatchback/5,Beyaz,1900.0,188.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,10613,Sancaktepe,7,4,0,4,5,0,,0,
110,İstanbul,1355000,2025-04-07 00:00:00,Audi,A3,A3 Sedan 35 TFSI Dynamic,2020,96000.0,Otomatik,Benzin,Sedan,Füme,1500.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Pendik,7,10,0,2,1,0,,0,
111,Konya,2225900,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,192500.0,Yarı Otomatik,Benzin,Sedan,Siyah,1984.0,252.0,4WD (Sürekli),Takasa Uygun,Galeriden,5.119,Karatay,7,13,0,0,0,0,0.0,0,
112,Ankara,750000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.4 TFSI Ambition,2009,232000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,499,Akyurt,7,5,4,2,2,0,,0,
113,Bursa,529000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 2.0 TFSI,2005,340000.0,Otomatik,LPG & Benzin,Sedan,Füme,1984.0,200.0,Önden Çekiş,Takasa Uygun,Galeriden,1.198,Osmangazi,7,13,0,0,0,0,,0,
114,Kocaeli,485000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 FSI,2004,320000.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,1595.0,115.0,Önden Çekiş,Takasa Uygun,Galeriden,436.0,Gebze,7,0,0,0,0,13,,0,
115,Ankara,3400000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 45 TFSI Quattro S Line,2023,14000.0,Otomatik,Benzin,Sedan,Mavi,1900.0,263.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,,7,13,0,0,0,0,,0,
116,Karabük,830000,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2011,387000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,170.0,Önden Çekiş,Takasa Uygun,Galeriden,3.047,,7,13,0,0,0,0,,0,
117,Kocaeli,1275000,2025-04-07 00:00:00,Audi,TT,2.0 TFSI,2010,70000.0,Otomatik,Benzin,Roadster,Gri,1900.0,263.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,6314,İzmit,7,10,0,0,3,0,,0,
118,Adana,1050000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 2.0 TDI,2012,244000.0,Otomatik,Dizel,Sedan,Beyaz,1968.0,177.0,Önden Çekiş,Takasa Uygun,Galeriden,3.047,Seyhan,7,8,5,0,0,0,,0,
119,İstanbul,799900,2025-04-07 00:00:00,Audi,A4,A4 Sedan 2.0 TDI,2013,350000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,150.0,Önden Çekiş,Takasa Uygun,Galeriden,3.047,Bağcılar,7,8,2,3,0,0,,0,
120,Gaziantep,1310000,2025-04-07 00:00:00,Audi,A4,A4 Sedan 1.4 TFSI,2016,252000.0,Otomatik,Benzin,Sedan,Beyaz,1300.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,71882,Şehitkamil,7,8,2,1,2,0,,0,
121,Denizli,360000,2025-04-07 00:00:00,Audi,A3,A3 Sportback 1.6 Ambiente,2000,360000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1500.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,993,Pamukkale,7,13,0,0,0,0,,0,
122,Kayseri,750000,2025-04-07 00:00:00,Audi,A6,A6 Sedan 3.2 FSI Quattro,2005,337000.0,Otomatik,LPG & Benzin,Sedan,Gri,3123.0,255.0,4WD (Sürekli),Takasa Uygun,Galeriden,3.57,Kocasinan,7,13,0,0,0,0,,0,
123,Sinop,737500,2025-04-07 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2007,384000.0,Otomatik,Dizel,Sedan,Gri,1968.0,140.0,Önden Çekiş,Takasa Uygun,Galeriden,1.198,,7,0,0,0,0,13,,0,
125,Konya,1600000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2015,300000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1968.0,190.0,Önden Çekiş,Takasa Uygun,Galeriden,5.119,Karatay,8,0,0,1,0,12,,0,
126,Adana,1330000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013,175000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1968.0,177.0,4WD (Sürekli),Belirtilmemis,Sahibinden,6314,Çukurova,8,10,0,1,0,2,,0,
128,Edirne,1475000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013,280000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1968.0,177.0,4WD (Sürekli),Takasa Uygun Değil,Galeriden,3.047,Keşan,8,12,0,0,1,0,1.0,0,17000.0
129,İstanbul,1240000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Ambiente,2015,94000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,110.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Maltepe,8,0,0,0,1,12,1.0,0,8000.0
130,Adana,545000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.6 Sportback Attraction,2010,195870.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1595.0,102.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Seyhan,8,8,0,3,2,0,,0,
131,Gaziantep,2355000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 1.4 TFSI Sport,2016,57750.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1395.0,150.0,Önden Çekiş,Belirtilmemis,Sahibinden,3661,Şahinbey,8,13,0,0,0,0,0.0,0,
132,İstanbul,345000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 1.8,2000,369000.0,Düz,LPG & Benzin,Sedan,Siyah,1781.0,125.0,Önden Çekiş,Takasa Uygun,Galeriden,780.0,Üsküdar,8,0,0,12,0,1,1.0,0,5115.0
133,İstanbul,780000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Attraction,2013,235000.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598.0,105.0,Önden Çekiş,Belirtilmemis,Sahibinden,2587,Bağcılar,8,4,5,3,1,0,1.0,0,21000.0
134,İstanbul,3355000,2025-04-06 00:00:00,Audi,A5,A5 Sportback 40 TDI Quattro Advanced,2023,55250.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Sarıyer,8,13,0,0,0,0,,0,
135,Kocaeli,1774950,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2016,270000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1968.0,190.0,Önden Çekiş,Takasa Uygun Değil,Galeriden,5.119,İzmit,8,0,1,0,1,11,,0,
136,İstanbul,794000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 1.8 TFSI,2010,288500.0,Otomatik,Benzin,Sedan,Siyah,1798.0,160.0,Önden Çekiş,Belirtilmemis,Sahibinden,4168,Küçükçekmece,8,0,0,0,0,13,1.0,0,72000.0
137,Ankara,1215000,2025-04-06 00:00:00,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016,115000.0,Yarı Otomatik,Dizel,Sedan,Siyah,1598.0,110.0,Önden Çekiş,Takasa Uygun Değil,Sahibinden,1.606,Etimesgut,8,10,1,2,0,0,1.0,0,55000.0
138,İstanbul,2295000,2025-04-06 00:00:00,Audi,A7,3.0 TDI,2012,136000.0,Otomatik,Dizel,Coupe,Siyah,2750.0,238.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,14329,Sancaktepe,8,3,0,9,1,0,,0,
139,Osmaniye,1099000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Attraction,2016,175000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,3661,Kadirli,8,13,0,0,0,0,,0,
140,Mersin,880000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2012,146500.0,Otomatik,Benzin,Hatchback/5,Siyah,1300.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1420,,8,13,0,0,0,0,,0,
141,Gaziantep,1400000,2025-04-06 00:00:00,Audi,A3,A3 Sedan 1.6 TDI Design Line,2018,132000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4389,,8,13,0,0,0,0,,0,
142,Ankara,1165000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2017,142250.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1200.0,113.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,71882,,8,13,0,0,0,0,,0,
143,Adana,1550000,2025-04-06 00:00:00,Audi,A3,A3 Sedan 35 TFSI Dynamic,2020,99000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,Seyhan,8,13,0,0,0,0,,0,
144,Ankara,710000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 3.0 TDI Quattro,2007,305000.0,Otomatik,Dizel,Sedan,Siyah,2967.0,233.0,4WD (Sürekli),Takasa Uygun,Galeriden,2.535,,8,13,0,0,0,0,,0,
145,İzmir,965000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TDI,2012,245000.0,Otomatik,Dizel,Sedan,Beyaz,1900.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,6314,Gaziemir,8,12,1,0,0,0,,0,
146,İstanbul,1195000,2025-04-06 00:00:00,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017,160000.0,Otomatik,Dizel,Sedan,Mavi,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,3661,Bağcılar,8,11,0,1,1,0,,0,
147,İstanbul,1165000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Ambition,2014,150000.0,Otomatik,Dizel,Hatchback/5,Mavi,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,3661,Büyükçekmece,8,6,4,3,0,0,,0,
148,Ankara,1938750,2025-04-06 00:00:00,Audi,A3,A3 Sedan 35 TFSI Advanced,2022,74000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1500.0,138.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,10112,Çankaya,8,13,0,0,0,0,,0,
149,Antalya,2950000,2025-04-06 00:00:00,Audi,A5,A5 Sportback 40 TDI Quattro S Line,2020,139000.0,Otomatik,Dizel,Hatchback/5,Gri,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,21677,Kumluca,8,13,0,0,0,0,,0,
150,İstanbul,4990000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 40 TDI Quattro S Line,2023,38000.0,Otomatik,Dizel,Sedan,Siyah,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Bağcılar,8,13,0,0,0,0,,0,
151,Gaziantep,1375000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TDI,2015,212000.0,Otomatik,Dizel,Sedan,Beyaz,1900.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10613,Şehitkamil,8,11,0,2,0,0,,0,
152,Gaziantep,1170000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TDI,2012,174500.0,Otomatik,Dizel,Sedan,Beyaz,1968.0,177.0,Önden Çekiş,Takasa Uygun Değil,Galeriden,3.047,Şehitkamil,8,10,3,0,0,0,,0,
153,Ordu,2450000,2025-04-06 00:00:00,Audi,A7,2.0 TFSI,2016,235000.0,Otomatik,Benzin,Coupe,Mavi,1900.0,263.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,10613,Altınordu,8,9,3,1,0,0,,0,
154,Kütahya,695000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 1.6,2007,205000.0,Düz,LPG & Benzin,Sedan,Gri,1595.0,102.0,Önden Çekiş,Takasa Uygun Değil,Galeriden,436.0,Tavşanlı,8,13,0,0,0,0,,0,
155,Bursa,825000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2010,110000.0,Otomatik,Benzin,Hatchback/5,Siyah,1300.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1420,Nilüfer,8,9,2,2,0,0,,0,
156,Ankara,999000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2011,237000.0,Otomatik,Dizel,Sedan,Gri,1968.0,170.0,Önden Çekiş,Takasa Uygun,Galeriden,3.047,Akyurt,8,5,2,5,1,0,,0,
157,Diyarbakır,1820000,2025-04-06 00:00:00,Audi,A5,A5 Sportback 1.4 TFSI Sport,2017,150000.0,Otomatik,Benzin,Hatchback/5,Füme,1300.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,71882,Kayapınar,8,9,0,3,1,0,,0,
158,İzmir,1295000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TDI,2014,118000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,150.0,Önden Çekiş,Takasa Uygun,Galeriden,5.119,Gaziemir,8,10,1,0,2,0,,0,
159,Çorum,1890000,2025-04-06 00:00:00,Audi,A3,A3 Sedan 30 TFSI Advanced,2021,75000.0,Otomatik,LPG & Benzin,Sedan,Gri,1200.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4042,Sungurlu,8,13,0,0,0,0,,0,
160,İstanbul,4735000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 40 TDI Quattro Design,2023,28568.0,Otomatik,Dizel,Sedan,Siyah,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Esenler,8,12,1,0,0,0,,0,
161,İstanbul,1925000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2016,200000.0,Otomatik,Dizel,Sedan,Siyah,1900.0,188.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10613,Sultanbeyli,8,6,1,6,0,0,,0,
162,İstanbul,2069000,2025-04-06 00:00:00,Audi,A3,A3 Sedan 35 TFSI Advanced,2023,18151.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10112,Esenler,8,13,0,0,0,0,,0,
163,Mersin,1750000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2017,83000.0,Otomatik,Benzin,Sedan,Beyaz,1300.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,71882,Yenişehir,8,13,0,0,0,0,,0,
164,İstanbul,934750,2025-04-06 00:00:00,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015,214000.0,Otomatik,Dizel,Sedan,Siyah,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,3661,Arnavutköy,8,7,3,2,1,0,,0,
165,İstanbul,4250000,2025-04-06 00:00:00,Audi,A7,40 TDI,2020,176000.0,Otomatik,Dizel,Hatchback/5,Siyah,1968.0,204.0,Önden Çekiş,Takasa Uygun,Galeriden,21677,Beylikdüzü,8,11,2,0,0,0,,0,
166,İstanbul,1260000,2025-04-06 00:00:00,Audi,A5,A5 Sportback 2.0 TDI,2011,138000.0,Otomatik,Dizel,Hatchback/5,Siyah,1900.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,6314,Ümraniye,8,4,3,5,1,0,,0,
167,Kocaeli,3450000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2024,9000.0,Otomatik,Dizel,Sedan,Gri,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Kartepe,8,13,0,0,0,0,,0,
169,İstanbul,1290000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2013,290000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,177.0,Önden Çekiş,Takasa Uygun,Galeriden,3.047,Esenyurt,8,7,0,4,2,0,,0,
170,Antalya,2025000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,186000.0,Otomatik,Benzin,Sedan,Lacivert,1900.0,263.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,10613,Konyaaltı,8,12,1,0,0,0,,0,
171,Konya,3160000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2023,20000.0,Otomatik,Dizel,Sedan,Gri,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Ereğli,8,13,0,0,0,0,,0,
172,İstanbul,2625000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2022,109000.0,Otomatik,Dizel,Sedan,Mavi,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Bağcılar,8,12,0,1,0,0,,0,
173,Diyarbakır,3175000,2025-04-06 00:00:00,Audi,A5,A5 Sportback 40 TDI Quattro S Line,2021,140000.0,Otomatik,Dizel,Hatchback/5,Lacivert,1900.0,213.0,4WD (Sürekli),Takasa Uygun Değil,Belirtilmemis,21677,Kayapınar,8,13,0,0,0,0,,0,
175,İzmir,590000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 2.0 TFSI Quattro,2005,207000.0,Otomatik,Benzin,Sedan,Gri,1984.0,200.0,4WD (Sürekli),Takasa Uygun Değil,Galeriden,1.198,Torbalı,8,9,0,0,4,0,,0,
176,İzmir,3950000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 45 TFSI Quattro Design,2019,121000.0,Otomatik,Benzin,Sedan,Siyah,1900.0,238.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,21677,Buca,8,13,0,0,0,0,,0,
177,Trabzon,930000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2009,63750.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1390.0,125.0,Önden Çekiş,Takasa Uygun,Sahibinden,436.0,Ortahisar,8,0,1,1,1,10,1.0,0,9850.0
178,Gaziantep,1680000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 1.4 TFSI Sport,2016,165000.0,Otomatik,Benzin,Sedan,Füme,1300.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,71882,Şehitkamil,8,13,0,0,0,0,,0,
179,İstanbul,850000,2025-04-06 00:00:00,Audi,A1,1.6 TDI Sportback Attraction,2013,206000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Başakşehir,8,0,0,6,0,7,1.0,1,
180,Malatya,2975000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2022,10000.0,Otomatik,Dizel,Sedan,Siyah,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,28142,Yeşilyurt,8,13,0,0,0,0,,0,
181,İstanbul,929900,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.6 TDI Ambition,2012,153000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2587,Eyüpsultan,8,6,4,2,1,0,,0,
182,İstanbul,1814950,2025-04-06 00:00:00,Audi,A3,A3 Sedan 35 TFSI Advanced,2022,41000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10112,Bağcılar,8,11,2,0,0,0,,0,
183,Denizli,785000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2007,400000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,140.0,Önden Çekiş,Takasa Uygun Değil,Galeriden,1.198,Sarayköy,8,13,0,0,0,0,,0,
184,İstanbul,1725000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI Quattro,2018,260000.0,Otomatik,Dizel,Sedan,Siyah,1900.0,188.0,4WD (Sürekli),Takasa Uygun Değil,Belirtilmemis,12734,Kadıköy,8,3,0,10,0,0,,0,
185,İstanbul,1015000,2025-04-06 00:00:00,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2017,239000.0,Otomatik,Benzin,Hatchback/5,Siyah,1200.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,71882,Bağcılar,8,10,0,3,0,0,,0,
186,Amasya,1200000,2025-04-06 00:00:00,Audi,A6,A6 Sedan 2.0 TDI,2011,251000.0,Otomatik,Dizel,Sedan,Beyaz,1968.0,170.0,Önden Çekiş,Belirtilmemis,Sahibinden,6314,Merkez,8,13,0,0,0,0,0.0,0,
187,Antalya,1095000,2025-04-06 00:00:00,Audi,A4,A4 Sedan 45 TFSI Quattro S Line,2010,221000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,213.0,4WD (Sürekli),Takasa Uygun,Belirtilmemis,6314,Kumluca,8,11,2,0,0,0,,0,
